Year,Event,Trophy,Event Descriptions,Race Label,Finish Place,Club Name,Adj Time,Cox,Bow,2,3,4,5,6,7,Stroke,Coach,Seconds
2025,70,,Men's U17 8+,Prelim,1,Marin Rowing Association,6:24.385,"Wu, Anthony","Mittermaier, Viggo","Rechner, Evan","Hosseini, Troy","Tanaka, Teo","Dundas, Fletcher","Ramírez-Knott, Philip","Chendo, Theodore","Arismendez, Noah",,384.385
2025,70,,Men's U17 8+,Final A,1,Marin Rowing Association,6:32.687,"Wu, Anthony","Mittermaier, Viggo","Rechner, Evan","Hosseini, Troy","Tanaka, Teo","Dundas, Fletcher","Ramírez-Knott, Philip","Chendo, Theodore","Arismendez, Noah",,392.687
2025,21,Rose Cup,Men's U16 8+ Rose Cup,Final,1,Marin Rowing Association,6:39.747,"Berger, Jacob","Lundgren, Greyson","Gridley, Lukas","Pritchard, Grady","Evans, Colin","Schneider, Harrison","Ham, Sungju","Supino, Sawyer","Hallemeier, Talan",,399.747
2025,67,,Women's Youth 8+,Heat 2,1,Marin Rowing Association,7:00.544,"Harries-Jones, Avery","Berman, Noa","Brooks, Ava","Campbell, Amalia","Goffin, Sylvie","Harrison, Lindsay","Warner, Isabella","Frushtick, Chloe","Ballantyne, Margaret",,420.544
2025,71,ZLAC Rowing Club Cup,Women's Youth B 8+ ZLAC Rowing Club Cup,Heat 2,2,Marin Rowing Association,6:57.100,"Bosshard, Lucia","Beneda, Claire","Wells, Danica","Phillips, Petra","Steinman, Miriam (Sloan)","Carney Skytt, Fiona","Stevens, Charlotte","Ferris, Cecilia","Revitch, Beatrice",,417.1
2025,20,,Women's U16 8+,Prelim,1,Marin Rowing Association,7:18.205,"Nikolaev, Audrey","Anzel, Isabel","Montesano, Luciana","Reynolds, Sydney","Mosher, Louisa","Gailes, Evelyn","Hyer, Caroline","Crossley, Quinn","Phillips, Sofia",,438.205
2025,20,,Women's U16 8+,Final,1,Marin Rowing Association,7:29.485,"Nikolaev, Audrey","Anzel, Isabel","Montesano, Luciana","Reynolds, Sydney","Mosher, Louisa","Gailes, Evelyn","Hyer, Caroline","Crossley, Quinn","Phillips, Sofia",,449.485
2025,1,,Mixed Masters Club 8+,Final B,1,Marin Rowing Association,7:06.244,"Johnson, Laurel","Leavitt Cantarutti, Melanie","Arellano, Lydia","Rafner, Joshua","Devulapalli, Praveen","Johnson, Kara","Johnson, Jacob","MARTIN, THERESA","Pay, Bryan",,426.244
2025,33,Active & Fit Now™ Cal Cup,Men's Collegiate Varsity 8+ Active&Fit Now™ Cal Cup,Heat 3,1,Gonzaga University Crew,6:04.192,"Dugan, Finn","Surface, Jack","Peter, Kendal","SCOTT, HUNTER","Kelly, Brendan","Finn, Tobias","Jorgensen, Matt","Smith, Tyler","Bunn, Eli","Gehn, Daniel",364.192
2025,37,Derek Guelker Memorial Cup,Men's Collegiate Novice 8+ Derek Guelker Memorial Cup,Heat 1,1,Gonzaga University Crew,6:30.239,"Gonsalves, Taylor","Wyszkowski, Max","Huss, Josh","Barrett, Ian","Agler, Jack","Ruddell, William","Krentel, Luke","Yoos, Levi","Kralj, Andrew",,390.239
2025,37,Derek Guelker Memorial Cup,Men's Collegiate Novice 8+ Derek Guelker Memorial Cup,Final A,2,Gonzaga University Crew,6:23.219,"Gonsalves, Taylor","Wyszkowski, Max","Huss, Josh","Barrett, Ian","Agler, Jack","Ruddell, William","Krentel, Luke","Yoos, Levi","Kralj, Andrew",,383.219
2025,80,,Men's Collegiate 3V 8+,Final,1,Gonzaga University Crew,6:31.015,"Hyke, Marica","Kirby, Owen","Kuan, Preston","Overbay, Adam","Sweeney, Joseph","Peter, Kyle","O'Connor, Joshua","Gee, Braeden","Scarola, Dominick",,391.015
2025,40,Laurel V. Korholz Perpetual Trophy,Women's Collegiate Novice 8+ Laurel Korholz Perpetual Trophy,Final A,2,University of Washington,7:06.492,"Wold, Payton","Cunningham, Claire","Evans, Bethan","DiBlasi, Sophia","Cronin, Emma","Ward, Maggie","Cook, Mina","Odegaard, Malia","Ormseth, Liv",,426.492
2025,40,Laurel V. Korholz Perpetual Trophy,Women's Collegiate Novice 8+ Laurel Korholz Perpetual Trophy,Prelim,1,University of Washington,6:56.428,"Wold, Payton","Cunningham, Claire","Evans, Bethan","DiBlasi, Sophia","Cronin, Emma","Ward, Maggie","Cook, Mina","Odegaard, Malia","Ormseth, Liv",,416.428
2025,33,Active & Fit Now™ Cal Cup,Men's Collegiate Varsity 8+ Active&Fit Now™ Cal Cup,Final A,1,University of California-Berkeley,5:58.607,"Bazulto, Jake","Shetler, Leo","Wild, Alec","Benien, Johannes","Simoni, Andreas","O'Meara, James","Gagnon, Louis","Gauden, Nat","James, Osian",,358.60699999999997
2025,33,Active & Fit Now™ Cal Cup,Men's Collegiate Varsity 8+ Active&Fit Now™ Cal Cup,Heat 1,1,University of California-Berkeley,5:55.344,"Bazulto, Jake","Shetler, Leo","Wild, Alec","Benien, Johannes","Simoni, Andreas","O'Meara, James","Gagnon, Louis","Gauden, Nat","James, Osian",,355.344
2025,42,Anderson Borthwick Memorial Cup,Men's Open 8+ Anderson Borthwick Memorial Trophy Presented by SDRC,Prelim,1,University of California-Berkeley,5:57.886,"Bazulto, Jake","Shetler, Leo","Wild, Alec","Benien, Johannes","Simoni, Andreas","O'Meara, James","Gagnon, Louis","Gauden, Nat","James, Osian",,357.886
2025,42,Anderson Borthwick Memorial Cup,Men's Open 8+ Anderson Borthwick Memorial Trophy Presented by SDRC,Final A,2,University of California-Berkeley,5:55.357,"Bazulto, Jake","Shetler, Leo","Wild, Alec","Benien, Johannes","Simoni, Andreas","O'Meara, James","Gagnon, Louis","Gauden, Nat","James, Osian",,355.35699999999997
2025,31,Grace Rett Memorial Cup,Women's DII/III/Club Collegiate Varsity 8+ Grace Rett Memorial Cup,Prelim,1,Clark University Crew,7:15.274,"Rajesh, Sowbernika","Parvin, Sara","Salazar, Anastazia","Wilder, Lindsey","Bosco, Julia","Gustavsson, Isabel","Rogers, Leyna","Luetjen, Abigale","Cambre, Jordan",,435.274
2025,31,Grace Rett Memorial Cup,Women's DII/III/Club Collegiate Varsity 8+ Grace Rett Memorial Cup,Final,1,Clark University Crew,7:16.792,"Rajesh, Sowbernika","Parvin, Sara","Salazar, Anastazia","Wilder, Lindsey","Bosco, Julia","Gustavsson, Isabel","Rogers, Leyna","Luetjen, Abigale","Cambre, Jordan",,436.79200000000003
2025,27,Joan Ward Memorial Trophy,Men's Youth 4X Joan Ward Memorial Cup,Heat 2,2,Maritime Rowing Club,6:32.997,,"Squitieri, John","Vine, Robert","Thompson, David",,,,,"Lupinacci, Matthew","Vengerovskiy, YAN",392.997
2025,7,,Men's Masters Club 4X,Heat 2,1,River City Rowing Club,6:23.163,,"Griffith, Joel","Disney, John","billingsley, david",,,,,"Darrah, Gregory",,383.163
2025,29,,Men's Youth B 4X,Heat 2,2,Maritime Rowing Club,6:41.789,,"Cushman, Jack","Brauweiler, Henry","Turner, Adam",,,,,"Morey, Cameron","Vengerovskiy, YAN",401.789
2025,68,San Diego Rowing Club Cup,Men's Youth 8+ San Diego Rowing Club Cup,Final A,1,Marin Rowing Association,6:01.570,"Bobrow, Jacob","Ryan, Hugh","Leach, Nicolas","Foster, Bailey","Carlson, Anders","Landa, Taeden","Radwin, Ori","Morlan, Aemon","Jorgensen, Ryan",,361.57
2025,68,San Diego Rowing Club Cup,Men's Youth 8+ San Diego Rowing Club Cup,Heat 1,1,Marin Rowing Association,6:08.214,"Bobrow, Jacob","Ryan, Hugh","Leach, Nicolas","Foster, Bailey","Carlson, Anders","Landa, Taeden","Radwin, Ori","Morlan, Aemon","Jorgensen, Ryan",,368.214
2025,72,Jean Jessop Hervey Cup,Men's Youth B 8+ Jean Jessop Hervey Cup,Heat 1,1,Marin Rowing Association,6:02.320,"Nghiem, Emily Grace","Kerr, Sawyer","Press, Curtis","Gordon, Jack","Browning, Beckett","Remak, Ryan","Bendik, Joseph","Hosseini, Noah","Nadjibi, Benjamin",,362.32
2025,72,Jean Jessop Hervey Cup,Men's Youth B 8+ Jean Jessop Hervey Cup,Final A,1,Marin Rowing Association,6:16.994,"Nghiem, Emily Grace","Kerr, Sawyer","Press, Curtis","Gordon, Jack","Browning, Beckett","Remak, Ryan","Bendik, Joseph","Hosseini, Noah","Nadjibi, Benjamin",,376.994
2025,72,Jean Jessop Hervey Cup,Men's Youth B 8+ Jean Jessop Hervey Cup,Heat 2,1,Marin Rowing Association,6:06.176,"Anawalt, Parker Rose","Westmont, Joshua","Weston, Nate","Supino, Brennan","Jett, Thomas","Wollenweber, Noah","Sicklick, Adam","Burke, Declan","Luce, Brody",,366.176
2025,43,Coronado Cays Realty Cup,Men's Masters Club Champ 8+ Coronado Cays Realty Cup,Heat 2,2,Marin Rowing Association,6:12.032,"Stearns, Murphy","King, Benjamin","Rinehart, Gregory","Stralka, Mike","paradis, paul","Laurberg, Bjoern","Kennel, John","DeRuff, David","Clark, Kevin","Rodrigues, Rodrigo",372.032
2025,75,Kearney Johnston Memorial Cup,Women's Masters E 8+ Kearney Johnston Cup (55-59) ,Final,1,"Steeringuwright, LLC",7:20.005,,"Graubard, Cinda","Focht, Maddy","Malcolm, Kristine","Cunningham, Renee","Falkenthal, Tracy","Bellantoni, Janet","Neuharth, Pamela","O'Brien, Wendy","Cunningham, Cassandra",440.005
2025,73,Presidents Trophy,Men's Masters B 8+ Presidents Trophy (36-42) ,Final,2,Club Náutico de San Juan,6:17.463,"Bose, Pranay","Legenzowski, William","Alcorn, James","Brown, Taylor","Besser, James","Phelps, Nathan","Cunningham, Luke","Rodriguez, Augustine","Holbrook, Benjamin",,377.463
2025,82,,Women's DII/DIII/Club Collegiate Novice 8+,Final,1,University of California - Davis Crew,7:43.097,"Meloni, Rachel","Peterson, Kendra","Bosworth, Ayla","Kitchen, Allison","Westfahl, Maia","Grohn, Emma","Zaydman, Alyssa","Heryford, Bella","Mendonca Kertesz, Maria",,463.097
2025,85,,Men's Masters 8+ Foundation Challenge Dash,Final,1,Club Náutico de San Juan,1:31.831,"Bose, Pranay","Brown, Taylor","Besser, James","Phelps, Nathan","Falstrup, Evan","Hollingsworth, Henry","Hudgins, Jacob","Rodriguez, Augustine","Legenzowski, William",,91.831
2025,79,Copley Cup,Men's Varsity 8+ Copley Collegiate Cup Invitational,Final,1,Club Náutico de San Juan,6:11.020,"Bose, Pranay","Alcorn, James","Hudgins, Jacob","Phelps, Nathan","Mallen, Joe","Hollingsworth, Henry","Falstrup, Evan","Rodriguez, Augustine","Legenzowski, William",,371.02
2025,8,,Women's Masters Club 4X,Heat 1,1,"Steeringuwright, LLC",7:16.658,,"Neuharth, Pamela","Moquin, Angela","Bellantoni, Janet",,,,,"O'Brien, Wendy",,436.658
2025,8,,Women's Masters Club 4X,Final A,2,"Steeringuwright, LLC",6:59.532,,"Neuharth, Pamela","Moquin, Angela","Bellantoni, Janet",,,,,"O'Brien, Wendy",,419.532
2025,1,,Mixed Masters Club 8+,Heat 1,1,Club Náutico de San Juan,7:04.240,"Wright, Leslie","Mallen, Joe","Cunningham, Luke","Brown, Taylor","Besser, James","Zaloom, Michelle","Francia, Susan","Sheehan, Catherine","Davidson, Katelyn",,424.24
2025,1,,Mixed Masters Club 8+,Final A,2,Club Náutico de San Juan,6:36.982,"Wright, Leslie","Mallen, Joe","Cunningham, Luke","Brown, Taylor","Besser, James","Zaloom, Michelle","Francia, Susan","Sheehan, Catherine","Davidson, Katelyn",,396.98199999999997
2025,30,Jessop-Whittier Cup,Women's Varsity 8+ Jessop-Whittier/Cal  Cup Collegiate Invitational,Heat 2,1,University of Washington,6:14.383,"Murdock, Grace","Mirfin, Shakira","Hay, Olivia","Mullen, Cillian","Kemp, Zola","Rocek, Aisha","Duvernay Tardif, Marilou","Houston, Sophie","Lee, Megan",,374.383
2025,35,Jackie Ann Stitt Hungness Memorial Cup,Women's Collegiate 2V 8+ Jackie Ann Stitt Hungness Trophy,Heat 2,1,University of Washington,6:27.662,"Michaelson, Isabel","Parker, Madeleine","Nash, Leah","Waters, Emma","Holbrow Brooksbank, Violet","Calder, Mira","Sheppard, Chloe","Jones, Sally","Freer, Jordan",,387.662
2025,34,Karen Plumleigh Cortney Memorial Cup,Women's Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,Heat 2,1,University of Washington,7:13.677,"Randall, Camille","Burbine, Paris","Whittard, Cait","Weir, Jess",,,,,"Meuleman, Ava",,433.677
2025,39,,Women's Collegiate B 4+ ,Final A,2,University of Washington,7:31.237,"Wu, Elisabeth","Comerford, Niamh","Martin, Camille","Suhinin, Sofia",,,,,"Bollag, Carmel",,451.237
2025,39,,Women's Collegiate B 4+ ,Heat 1,2,University of Washington,7:27.084,"Murdock, Olivia","Wilson, Scout","Dessart, Alexandra","Sand, Sofia",,,,,"Young, Margaret",,447.084
2025,71,ZLAC Rowing Club Cup,Women's Youth B 8+ ZLAC Rowing Club Cup,Final A,2,Newport Aquatic Center,7:07.184,"Kellman, Ava","Joseph, Ava","Zepeda, Mariah","Roham, Bita","Bivinetto, Emerson","Nelson, Emily","Bertoia, Gabrielle","Lopez, Chloe","Lin, Sophia",,427.184
2025,71,ZLAC Rowing Club Cup,Women's Youth B 8+ ZLAC Rowing Club Cup,Heat 1,1,Newport Aquatic Center,6:58.629,"Kellman, Ava","Joseph, Ava","Zepeda, Mariah","Roham, Bita","Bivinetto, Emerson","Nelson, Emily","Bertoia, Gabrielle","Lopez, Chloe","Lin, Sophia",,418.629
2025,68,San Diego Rowing Club Cup,Men's Youth 8+ San Diego Rowing Club Cup,Heat 2,2,Norcal Crew,6:07.455,"Park, Yoonu","Root, Nigel","Pecore, Henry","Brown, Nicholas","Jagerson, Huck","Allison, Henry","Fetter, Peter","Hoffman, Emmett","Bliss-Carrascosa, Matias","Kaitz, John",367.455
2025,88,,Women's Masters 4x Foundation Challenge Dash,Final,3,Newport Aquatic Center,2:13.249,,"Leavell, Wendy","McLoughlin, Nancy","Fascella, Cynthia",,,,,"Badheka, Shauna",,133.249
2025,67,,Women's Youth 8+,Final A,1,Newport Aquatic Center,6:47.681,"Galipeau, Grace","Steege, Allegra","Banta, Kiana","Smith, Eden","Proud, Maeve","Gonzalez, Lily","Dahl, Kathryn","Knapp, Bridgettte","Chait-Walter, Sydney",,407.681
2025,67,,Women's Youth 8+,Heat 1,1,Newport Aquatic Center,7:01.113,"Galipeau, Grace","Steege, Allegra","Banta, Kiana","Smith, Eden","Proud, Maeve","Gonzalez, Lily","Dahl, Kathryn","Knapp, Bridgettte","Chait-Walter, Sydney",,421.113
2025,36,Marine Corps Mens Collegiate 2V Cup,Marine Corps Men's Collegiate 2V Cup 8+,Final,1,University of California - San Diego Crew,6:13.121,"Tchakmakjian, Vahram","Talley, Charles","McMaster, Michael","Saska, Andrew","Hevin, Mattis","McKirdy, Archie","Blair, Bryce","Josephbek, Charles","Tchakmakjian, Kevork Levon",,373.121
2025,36,Marine Corps Mens Collegiate 2V Cup,Marine Corps Men's Collegiate 2V Cup 8+,Heat 1,1,University of California - San Diego Crew,6:10.039,"Tchakmakjian, Vahram","Talley, Charles","McMaster, Michael","Saska, Andrew","Hevin, Mattis","McKirdy, Archie","Blair, Bryce","Josephbek, Charles","Tchakmakjian, Kevork Levon",,370.039
2025,33,Active & Fit Now™ Cal Cup,Men's Collegiate Varsity 8+ Active&Fit Now™ Cal Cup,Heat 2,1,University of California - San Diego Crew,6:01.245,"Zeppelin, Estella","Jarotzky, Daniel","Griffin, Tate","Brown, Michael","Moakher, Adam","Pellegrini, Kyle","Park-Coburn, Camden","Lopez, Jake","Navarro, Sebastian",,361.245
2025,34,Karen Plumleigh Cortney Memorial Cup,Women's Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,Final B,2,University of California - San Diego Crew,8:11.157,"Pullin, Melinda","Sugarman, Erin","Gwizdak, Izabella","Reisinger, Maya",,,,,"Byun, Jacqueline",,491.157
2025,39,,Women's Collegiate B 4+ ,Final B,1,University of California - San Diego Crew,8:25.717,"Senan, Anika","Gross, Caroline","Church, Jaime","Button, Mara",,,,,"Balsbaugh, Deanne",,505.717
2025,17,Michael Lehman Alumni Trophy,Men's Alumni 8+,Flight 1,2,University of California - San Diego Crew,6:28.709,,,,,,,,,,,388.709
2025,26,Concept2 Trophy,Women's Youth 4X Concept2 Trophy,Heat 2,1,Redwood Scullers/PACJC,7:11.521,,"Flynn, D","Bollyky, Alexandra","PETRI, O",,,,,"Tafoya, S",,431.521
2025,28,,Women's Youth B 4X,Heat 2,2,Redwood Scullers/PACJC,7:24.262,,"Avila, Kassidy","Oh, Jiwoo","Pecore, E",,,,,"Abbo, Layla",,444.262
2025,27,Joan Ward Memorial Trophy,Men's Youth 4X Joan Ward Memorial Cup,Heat 3,2,Redwood Scullers/PACJC,6:32.258,,"Perlroth, Zander","Kawaja, Reid","Skey, H",,,,,"Dent, Wyatt",,392.258
2025,24,,Women's U17 4X,Prelim,1,Redwood Scullers/PACJC,7:41.274,,"Lewis, Veronica","Chen, Augusta","Pate, Gabriella",,,,,"Burke, Clara",,461.274
2025,24,,Women's U17 4X,Final,1,Redwood Scullers/PACJC,7:44.382,,"Lewis, Veronica","Chen, Augusta","Pate, Gabriella",,,,,"Burke, Clara",,464.382
2025,22,Ulster Challenge Cup,Women's U16 4X+ Ulster Challenge Cup,Final,1,Los Gatos Rowing Club,7:49.316,"Kao-Sussman, Jo","Phadnis, Anika","Lee, Annette","Logan, Maya",,,,,"Stopford, Chloe",,469.31600000000003
2025,22,Ulster Challenge Cup,Women's U16 4X+ Ulster Challenge Cup,Prelim,1,Los Gatos Rowing Club,7:40.049,"Kao-Sussman, Jo","Phadnis, Anika","Lee, Annette","Logan, Maya",,,,,"Stopford, Chloe",,460.049
2025,23,,Men's U16 4X+,Final,1,"Oakland Strokes, Inc.",7:33.698,"Lee, Brenden","Lee, Jacob","Picetti, Nathan","Stone, Noah",,,,,"Coulston, Hawk",,453.698
2025,72,Jean Jessop Hervey Cup,Men's Youth B 8+ Jean Jessop Hervey Cup,Final B,1,"Oakland Strokes, Inc.",6:57.521,"Lee, Katelyn","Rudolph, Jack","Bierlink, Samuel","Eggert, Matthew","Tatara, Henry","Martin-Gulutzan, Jake","Stein, Max","Slemeck, Sebastien","Young, Andrew",,417.521
2025,67,,Women's Youth 8+,Heat 4,2,"Oakland Strokes, Inc.",7:10.300,"Goldstein, Isabelle","Fukuda, Mariko","Landreth, Josephine","Minor, Laurel","Wheeler, Ava","von Metzsch, Claire","Johnson, Geneva","Brenner, Sophia","Hughes, George",,430.3
2025,69,Referee Cup,Women's U17 8+ Referee Cup,Heat 1,1,"Oakland Strokes, Inc.",7:16.458,"Grimaud, Leela","Randecker, Ella","Franz, Adina","Ackiron, Talia","Rabinowitz, Zoe","Kozak, Maria","Flory, Ingrid","Myers, Bailee","Wood-Soloff, Harper",,436.45799999999997
2025,69,Referee Cup,Women's U17 8+ Referee Cup,Final A,2,"Oakland Strokes, Inc.",7:22.794,"Grimaud, Leela","Randecker, Ella","Franz, Adina","Ackiron, Talia","Rabinowitz, Zoe","Kozak, Maria","Flory, Ingrid","Myers, Bailee","Wood-Soloff, Harper",,442.794
2025,26,Concept2 Trophy,Women's Youth 4X Concept2 Trophy,Heat 1,1,Los Gatos Rowing Club,7:08.538,,"Buchowski, Alexandra","Cheetham, Harriet","Coke, Scarlett",,,,,"Adams, Emerson",,428.538
2025,26,Concept2 Trophy,Women's Youth 4X Concept2 Trophy,Final A,1,Los Gatos Rowing Club,7:02.719,,"Buchowski, Alexandra","Cheetham, Harriet","Coke, Scarlett",,,,,"Adams, Emerson",,422.719
2025,27,Joan Ward Memorial Trophy,Men's Youth 4X Joan Ward Memorial Cup,Final A,1,Los Gatos Rowing Club,6:22.990,,"Milligan, Daniel","Lewis, Carl","Hamm, Nolan",,,,,"Knauss, Chad","Walker, Channing",382.99
2025,27,Joan Ward Memorial Trophy,Men's Youth 4X Joan Ward Memorial Cup,Heat 1,1,Los Gatos Rowing Club,6:31.792,,"Milligan, Daniel","Lewis, Carl","Hamm, Nolan",,,,,"Knauss, Chad","Walker, Channing",391.79200000000003
2025,29,,Men's Youth B 4X,Heat 1,1,Los Gatos Rowing Club,6:31.451,,"McKinnon, Nicholas","Degraff, Cameron","Powell, Jasper",,,,,"Tiglao, James","Walker, Channing",391.451
2025,29,,Men's Youth B 4X,Final A,1,Los Gatos Rowing Club,6:33.870,,"McKinnon, Nicholas","Degraff, Cameron","Powell, Jasper",,,,,"Tiglao, James","Walker, Channing",393.87
2025,28,,Women's Youth B 4X,Heat 1,1,Los Gatos Rowing Club,7:18.581,,"Coghlan, Cassidy","Liu, Aretha","Valencia, Julia",,,,,"Yoder, Jenna",,438.581
2025,28,,Women's Youth B 4X,Final A,1,Los Gatos Rowing Club,7:20.582,,"Coghlan, Cassidy","Liu, Aretha","Valencia, Julia",,,,,"Yoder, Jenna",,440.582
2025,86,,Women's Masters 8+ Foundation Challenge Dash,Final,1,"ZLAC Rowing Club, LTD",1:59.058,"Zavala, Emma","Guth, Margaret","Clark, Audrey","Long, Katherina","Asper, Debra","Phair, Julie","North, Julianne","Klaiber, Marcia","Meksto, Sheri",,119.05799999999999
2025,44,Thalia Kelly Considine Cup,Women's Masters Club Champ 8+ Thalia Kelly Considine Cup,Heat 2,2,Bair Island Aquatic Center (BIAC),7:20.375,"Schiros, Bella","Cobb, Caitlin","Cooper, Nadia","Bradley, Athena","Reinhardt, Erin","Marcacci, Emily","Hayes, Reilly","Meyer, Alyssa","Arasa Bonavila, Natalia","Flynn, Chris",440.375
2025,39,,Women's Collegiate B 4+ ,Heat 2,1,University of Notre Dame Women's Rowing,7:38.465,"Cottingham, Nicolette","Smith, Lillian","O'Grady, Lauren","Kahl, Anna",,,,,"Gordon-Brown, Victoria",,458.46500000000003
2025,67,,Women's Youth 8+,Heat 3,1,"Saugatuck Rowing Club, LLC",6:56.856,"Casano, Madeline","Cochran, Sophie","Bryan, Phoebe","Seymour, Charlotte","Cowan, Alexandra","Kirt, Clementine","Lundberg, Delaney Rose","Speller, Maddie","Martin, Sofia","O'Hara, Mike",416.856
2025,30,Jessop-Whittier Cup,Women's Varsity 8+ Jessop-Whittier/Cal  Cup Collegiate Invitational,Final B,2,University of San Diego,6:52.666,"Appleyard, Hava","Peebles, Addison","Bouvard, Sophia","Goodwyn, Annika","Lang, Skye","Soukoulis, Jayden","Kaufmann, Grace","Cary, Emily","Donn, Rebecca",,412.666
2025,33,Active & Fit Now™ Cal Cup,Men's Collegiate Varsity 8+ Active&Fit Now™ Cal Cup,Heat 4,1,University of San Diego,6:06.899,"McDonnell, Jonah","Sayler, Stephen","Zelenko, Jacob","Conover, Jadyn Michael","Krich, Gable","Bales, Rex","Pigott, Samuel","Hein, Dawson","Hissong, Derek",,366.899
2025,10,Duke Robinson Memorial Trophy,Women's Masters A 8+ Duke Robinson Memorial Cup (27-35) ,Final,1,Bair Island Aquatic Center (BIAC),7:15.125,"Dietz, Michael","Valladao, Andrea","Olshan, Justine","Cobb, Caitlin","Kalcic, Kristina","Marcacci, Emily","Hayes, Reilly","Meyer, Alyssa","Arasa Bonavila, Natalia","Flynn, Chris",435.125
2025,8,,Women's Masters Club 4X,Heat 2,2,San Diego Rowing Club,7:23.953,,"Carle, Stesha","Foster, Alexandra","Burns, Lindsay",,,,,"Czajkowski, Katrine",,443.953
2025,1,,Mixed Masters Club 8+,Heat 2,6,San Diego Rowing Club,8:09.968,"Spoor, Daniela","Trethewey, Kathi","Gjerset, Susan","Occhioni, Micaela","Melberg, Janine","Johnston, Craig","Mazur, Curt","Crisafi, Anthony","Bennett, Kearney",,489.968
2025,9,Jack Buchanan Memorial Trophy,Men's Masters A 8+ Jack Buchanan Memorial Trophy (27-35) ,Final,3,San Diego Rowing Club,6:47.991,"Turner, Caitlin","Bea, Nick","Mitchell, John","Drummond, William","Erlach, Daniel","Stroud, Lucas","Waller, Scott","FOSTER, STEPHEN","Yakubov, Dmitriy",,407.991
